episode,source,prefix,completion,valid,attacker_reward,defender_reward,loss,baseline
2022,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3232
2023,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3239
2024,random,CAT KNOW FEAR BURN WANT CHANCE,FALL,1,0.2080,-0.2080,0.1357,-0.3181
2025,attacker,FAMOUS INSECT,SPREAD,1,0.3176,-0.3176,0.0000,-0.3181
2026,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0006,-0.3191
2027,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0006,-0.3201
2028,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3210
2029,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3218
2030,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3227
2031,random,FAMOUS WEAPON FALL FALL,SPREAD,1,0.3401,-0.3401,-0.0015,-0.3235
2032,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3243
2033,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3250
2034,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0004,-0.3256
2035,random,OBEDIENT CAT HEAR WATER HEAR COMPLEX,INSECT,1,0.2523,-0.2523,0.1365,-0.3220
2036,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0005,-0.3228
2037,random,COMPUTER MOVE DENSE COMPUTER SEE HORSE,FALL,1,0.2998,-0.2998,0.0174,-0.3216
2038,random,FEAR GROW GROW,SPREAD,1,0.2254,-0.2254,0.0032,-0.3168
2039,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0006,-0.3179
2040,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0006,-0.3189
2041,random,SIGNAL SPREAD GROW FAIL,SPREAD,1,0.1693,-0.1693,0.0065,-0.3114
2042,random,WOMAN BETRAY SMALL HEAVY MAN HEAR,SIMPLE SMALL CAMERA,1,0.2696,-0.2696,0.4073,-0.3093
2043,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0008,-0.3108
2044,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0008,-0.3122
2045,random,DEAD,ELDER MOVE TRAPPED CAT,0,1.4204,-1.4204,-10.7811,-0.3676
2046,random,ACTIVE,INSECT BURN,0,1.3673,-1.3673,-1.8376,-0.4176
2047,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0023,-0.4136
2048,random,FOOD FALL BURN,BURN,1,0.1361,-0.1361,0.0259,-0.3997
2049,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0018,-0.3967
2050,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0017,-0.3937
2051,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3910
2052,random,CAMERA,UPDATE DULL SENSOR,1,0.2151,-0.2151,1.6831,-0.3822
2053,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0013,-0.3800
2054,random,RULE GROW,SPREAD,1,0.2066,-0.2066,0.0068,-0.3713
2055,random,PATTERN GROW SPREAD SPREAD,SPREAD,1,0.1550,-0.1550,0.0083,-0.3605
2056,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3594
2057,random,BIRD MOVE OPTIMAL BIG CLOCK FALL,BURN,1,0.2834,-0.2834,0.0264,-0.3556
2058,random,CORRUPTED SYSTEM FAIL GROW,SPREAD,1,0.3079,-0.3079,0.0023,-0.3532
2059,random,FEAR SPREAD GROW GROW,SPREAD,1,0.1614,-0.1614,0.0072,-0.3436
2060,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3433
2061,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3431
2062,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3429
2063,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3426
2064,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3424
2065,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3422
2066,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3420
2067,random,CLOCK GENERATE FAMOUS ISOLATED BORDER ENCODE,SIGNAL,1,0.2846,-0.2846,0.1720,-0.3391
2068,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0000,-0.3391
2069,random,NETWORK,SPREAD,1,0.2019,-0.2019,0.0032,-0.3322
2070,random,BROKEN,COMPUTER FALL,1,0.4596,-0.4596,-0.3606,-0.3386
2071,random,RULE GROW SPREAD SPREAD GROW,SPREAD,1,0.1548,-0.1548,0.0077,-0.3294
2072,random,CHAOTIC,NETWORK SPREAD,1,0.4884,-0.4884,-0.4228,-0.3374
2073,random,CORRUPTED LAW GROW SPREAD GROW GROW,SPREAD,1,0.2650,-0.2650,0.0027,-0.3337
2074,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3340
2075,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3342
2076,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3344
2077,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3346
2078,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3348
2079,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3349
2080,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3351
2081,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3353
2082,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3354
2083,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3356
2084,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3357
2085,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3358
2086,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3359
2087,attacker,FAMOUS,INSECT,0,1.2622,-1.2622,-5.9797,-0.3823
2088,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0012,-0.3801
2089,random,CHOICE GROW,SPREAD,1,0.2221,-0.2221,0.0061,-0.3722
2090,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3705
2091,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3689
2092,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3673
2093,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3659
2094,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3645
2095,random,DENSE PHONE MOVE CLEAN,SEED,1,0.3134,-0.3134,0.1149,-0.3619
2096,random,LANGUAGE SPREAD SPREAD SPREAD SPREAD SPREAD,SPREAD,1,0.1002,-0.1002,0.0098,-0.3489
2097,random,CORRUPTED,CAMERA FAIL,0,1.4879,-1.4879,-4.2538,-0.4058
2098,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0019,-0.4024
2099,random,ACTIVE CAMERA UPDATE PLAN,BREAK SEED,1,0.3561,-0.3561,0.2766,-0.4001
2100,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0017,-0.3970
2101,attacker,FAMOUS,INSECT GROW,1,0.3840,-0.3840,0.0587,-0.3964
2102,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3935
2103,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3907
2104,random,DIRTY WEAPON FALL,SPREAD,0,1.3771,-1.3771,-0.4090,-0.4400
2105,random,CROWD SPREAD,SPREAD,1,0.1101,-0.1101,0.2794,-0.4235
2106,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0024,-0.4193
2107,random,CAMERA SEE GUARD,FAIL,1,0.2549,-0.2549,0.1510,-0.4110
2108,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0020,-0.4074
2109,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0019,-0.4040
2110,random,TIME GROW GROW,SPREAD,1,0.2231,-0.2231,0.0062,-0.3949
2111,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3921
2112,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3894
2113,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3868
2114,random,TRAPPED,CROWD DULL CAMERA BURN,0,1.4423,-1.4423,-26.3684,-0.4396
2115,random,BORDER GROW,SPREAD,1,0.2066,-0.2066,0.0086,-0.4280
2116,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0024,-0.4235
2117,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0023,-0.4192
2118,random,SIGNAL SPREAD,SPREAD,1,0.1020,-0.1020,0.0116,-0.4034
2119,random,NETWORK SPREAD GROW,SPREAD,1,0.1549,-0.1549,0.0082,-0.3909
2120,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3883
2121,random,CROWD,EAT INSECT,0,1.1760,-1.1760,-5.4772,-0.4277
2122,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0024,-0.4232
2123,random,CAMERA FAIL FAIL SEE WEAPON FAIL,SPREAD,0,1.1995,-1.1995,-0.2925,-0.4620
2124,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0033,-0.4558
2125,random,LANGUAGE GROW,SPREAD,1,0.2020,-0.2020,0.0093,-0.4431
2126,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0028,-0.4379
2127,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0026,-0.4329
2128,random,AUTOMATED TIME FAIL,SPREAD,1,0.2861,-0.2861,0.0080,-0.4256
2129,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0023,-0.4212
2130,random,GUARD GROW GROW FALL,BURN,1,0.1830,-0.1830,0.0783,-0.4093
2131,random,SEED MOVE,CAT,1,0.2046,-0.2046,0.5085,-0.3991
2132,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3960
2133,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3931
2134,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3904
2135,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0013,-0.3878
2136,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0012,-0.3853
2137,random,ROBOT SEE HEAVY SENSOR UPDATE,CHAOTIC COMPUTER,0,1.2398,-1.2398,-3.9668,-0.4280
2138,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0022,-0.4236
2139,random,DORMANT POWER SPREAD SPREAD GROW,SPREAD,1,0.2521,-0.2521,0.0117,-0.4150
2140,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0019,-0.4111
2141,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0018,-0.4075
2142,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0017,-0.4040
2143,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.4007
2144,random,CAMERA GENERATE,TRUTH FAIL,1,0.1785,-0.1785,1.5473,-0.3896
2145,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0012,-0.3871
2146,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0012,-0.3846
2147,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3823
2148,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3801
2149,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.3780
2150,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.3760
2151,attacker,FAMOUS,INSECT SPREAD SPREAD,1,0.3347,-0.3347,0.2440,-0.3740
2152,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3722
2153,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3705
2154,random,ISOLATED MAN CHOOSE,FREE RULE,0,1.3456,-1.3456,-10.2106,-0.4192
2155,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0022,-0.4152
2156,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0022,-0.4113
2157,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0022,-0.4077
2158,random,POWER SPREAD SPREAD SPREAD SPREAD GROW,SPREAD,1,0.1513,-0.1513,0.0092,-0.3949
2159,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0018,-0.3920
2160,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0017,-0.3894
2161,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3868
2162,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3844
2163,random,DRONE FALL GENERATE,CHAOTIC SYSTEM,1,0.3283,-0.3283,0.3232,-0.3816
2164,random,DENSE,SEED BURN,1,0.3270,-0.3270,0.1288,-0.3788
2165,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0013,-0.3768
2166,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0013,-0.3749
2167,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0012,-0.3731
2168,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3713
2169,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3697
2170,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.3681
2171,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3666
2172,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3652
2173,random,CROWD FORGET LIE,MOVE OBEDIENT SEED,0,1.3199,-1.3199,-9.5889,-0.4129
2174,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0023,-0.4092
2175,random,SMALL,DRONE FAIL,1,0.4309,-0.4309,-0.0842,-0.4103
2176,random,CHOICE SPREAD GROW,SPREAD,1,0.1588,-0.1588,0.0079,-0.3977
2177,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0018,-0.3947
2178,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.3919
2179,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3892
2180,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3867
2181,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0013,-0.3843
2182,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0013,-0.3820
2183,random,WEAPON SPREAD BURN,SPREAD,1,0.1716,-0.1716,0.0147,-0.3714
2184,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3698
2185,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3682
2186,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3667
2187,random,TOOL,SPREAD,1,0.2565,-0.2565,0.0032,-0.3612
2188,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3601
2189,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3590
2190,random,VAST SIGNAL SPREAD GROW,SPREAD,1,0.2557,-0.2557,0.0041,-0.3538
2191,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3530
2192,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3523
2193,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3516
2194,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3509
2195,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3503
2196,random,NETWORK,SPREAD,1,0.2019,-0.2019,0.0035,-0.3429
2197,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3426
2198,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3424
2199,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3422
2200,random,LAW SPREAD SPREAD GROW SPREAD SPREAD,SPREAD,1,0.1502,-0.1502,0.0062,-0.3326
2201,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3329
2202,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3332
2203,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3334
2204,random,VAST LIE SPREAD,GROW,1,0.3472,-0.3472,-0.0542,-0.3341
2205,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3343
2206,random,WEAK DOG HEAR,FAMOUS INSECT,1,0.2126,-0.2126,0.5870,-0.3282
2207,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3287
2208,random,SHARP SEED,FALL,1,0.3127,-0.3127,0.0288,-0.3279
2209,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3285
2210,random,SECRET,INSECT SPREAD,0,1.4276,-1.4276,-0.7904,-0.3834
2211,random,REBELLIOUS SOLDIER MOVE PRISON BUILD TRUSTED,INSECT,0,1.2821,-1.2821,-0.7804,-0.4283
2212,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0021,-0.4238
2213,random,DULL NETWORK GROW SPREAD GROW GROW,SPREAD,1,0.2635,-0.2635,0.0059,-0.4158
2214,random,DEBT GROW GROW,SPREAD,1,0.2127,-0.2127,0.0054,-0.4057
2215,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0016,-0.4023
2216,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0015,-0.3991
2217,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3961
2218,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0014,-0.3932
2219,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0013,-0.3904
2220,random,POWER SPREAD,SPREAD,1,0.1045,-0.1045,0.0091,-0.3761
2221,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3742
2222,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3724
2223,random,METAL BURN FALL,BURN,1,0.1346,-0.1346,0.0225,-0.3605
2224,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3594
2225,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3584
2226,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3574
2227,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3564
2228,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3555
2229,random,SIMPLE,COMPUTER MOVE ACTIVE SEED,1,0.4588,-0.4588,-1.0650,-0.3607
2230,random,PATTERN FAIL SPREAD,SPREAD,1,0.1471,-0.1471,0.0063,-0.3500
2231,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3494
2232,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3489
2233,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3483
2234,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3478
2235,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3473
2236,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0002,-0.3469
2237,random,SMALL MAN BETRAY,HORSE,1,0.2957,-0.2957,0.1700,-0.3443
2238,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3440
2239,random,CHAOTIC,CAMERA FALL,1,0.4492,-0.4492,-0.3091,-0.3493
2240,random,BORDER,SPREAD,1,0.2010,-0.2010,0.0031,-0.3419
2241,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3417
2242,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3415
2243,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3414
2244,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3412
2245,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3411
2246,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3409
2247,random,CLOCK,COMPUTE SYSTEM,0,1.2280,-1.2280,-4.0266,-0.3853
2248,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3829
2249,attacker,DIRTY,SOLDIER CARRY DENSE FIRE,1,0.4239,-0.4239,-0.4942,-0.3850
2250,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.3826
2251,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0010,-0.3804
2252,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3783
2253,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0009,-0.3763
2254,random,WATER FALL BURN BURN,BURN,1,0.1340,-0.1340,0.0156,-0.3642
2255,attacker,DORMANT,CHOICE SPREAD,1,0.4584,-0.4584,-0.4054,-0.3689
2256,random,FAST HORSE GROW GROW,BURN,1,0.2768,-0.2768,0.0296,-0.3643
2257,random,ACTIVE CAT FALL,BURN,1,0.2797,-0.2797,0.0092,-0.3601
2258,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3590
2259,random,SYSTEM,SPREAD,1,0.2105,-0.2105,0.0032,-0.3516
2260,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3509
2261,random,VAST,INSECT SPREAD,1,0.3310,-0.3310,0.0348,-0.3499
2262,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3493
2263,random,METAL,BURN,1,0.2030,-0.2030,0.0338,-0.3420
2264,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3418
2265,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0001,-0.3416
2266,random,VAST WEAPON,SPREAD,0,1.3414,-1.3414,-0.4659,-0.3916
2267,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0012,-0.3890
2268,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0011,-0.3864
2269,random,SIGNAL FAIL FAIL GROW GROW SPREAD,SPREAD,1,0.1744,-0.1744,0.0066,-0.3758
2270,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3739
2271,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0008,-0.3722
2272,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.3705
2273,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.3689
2274,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0007,-0.3673
2275,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3659
2276,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3645
2277,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0006,-0.3632
2278,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0005,-0.3619
2279,random,MAP GROW,SPREAD,1,0.2238,-0.2238,0.0049,-0.3550
2280,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0004,-0.3542
2281,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3534
2282,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3526
2283,random,STRONG WOOD,BURN,1,0.3049,-0.3049,0.0207,-0.3503
2284,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,0.0003,-0.3497
2285,random,FEAR GROW SPREAD GROW,SPREAD,1,0.1614,-0.1614,0.0059,-0.3402
2286,random,SENSOR,FAIL,1,0.2216,-0.2216,0.0822,-0.3343
2287,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3345
2288,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3347
2289,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3349
2290,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3350
2291,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3352
2292,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3354
2293,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3355
2294,random,CHILD,FALL,1,0.2184,-0.2184,0.0581,-0.3296
2295,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3301
2296,random,ANGRY,WOLF FALL,1,0.4000,-0.4000,-0.1864,-0.3336
2297,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3338
2298,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3340
2299,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3342
2300,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3344
2301,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3346
2302,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0001,-0.3348
2303,random,SHARP,BIRD FALL,1,0.3360,-0.3360,-0.0053,-0.3349
2304,random,PATTERN,SPREAD,1,0.2312,-0.2312,0.0024,-0.3297
2305,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3301
2306,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-0.3383,-0.0002,-0.3305
2307,random,PATTERN,SPREAD,1,0.2312,-0.2312,0.0022,-0.3256
